0,-56.9152832,0
0.02,-56.88476563,0
0.039999999,-56.9152832,0
0.059999999,-56.94580078,0
0.079999998,-56.94580078,0
0.100000001,-56.94580078,0
0.119999997,-56.94580078,0
0.140000001,-56.94580078,0
0.159999996,-56.97631836,0
0.180000007,-56.9152832,0
0.200000003,-56.94580078,0
0.219999999,-56.97631836,0
0.239999995,-56.97631836,0
0.25999999,-56.94580078,0
0.280000001,-56.97631836,0
0.300000012,-56.94580078,0
0.319999993,-56.94580078,0
0.340000004,-56.94580078,0
0.360000014,-56.94580078,0
0.379999995,-56.97631836,0
0.400000006,-56.94580078,0
0.419999987,-56.94580078,0
0.439999998,-56.94580078,0
0.460000008,-56.94580078,0
0.479999989,-56.94580078,0
0.5,-56.9152832,0
0.519999981,-56.9152832,0
0.540000021,-56.94580078,0
0.560000002,-56.94580078,0
0.579999983,-56.94580078,0
0.600000024,-56.97631836,0
0.620000005,-56.9152832,0
0.639999986,-56.94580078,0
0.660000026,-56.94580078,0
0.680000007,-56.97631836,0
0.699999988,-57.00683594,0
0.720000029,-57.00683594,0
0.74000001,-56.94580078,0
0.75999999,-56.9152832,0
0.779999971,-56.97631836,0
0.800000012,-56.97631836,0
0.819999993,-56.94580078,0
0.839999974,-56.94580078,0
0.860000014,-56.97631836,0
0.879999995,-56.97631836,0
0.899999976,-56.94580078,0
0.920000017,-56.94580078,0
0.939999998,-56.94580078,0
0.959999979,-56.97631836,0
0.980000019,-56.94580078,0
1,-56.94580078,0
1.019999981,-56.94580078,0
1.039999962,-56.9152832,0
1.059999943,-56.9152832,0
1.080000043,-56.9152832,0
1.100000024,-56.94580078,0
1.120000005,-56.97631836,0
1.139999986,-56.94580078,0
1.159999967,-56.97631836,0
1.179999948,-56.94580078,0
1.200000048,-57.00683594,0
1.220000029,-56.97631836,0
1.24000001,-56.94580078,0
1.25999999,-56.97631836,0
1.279999971,-56.97631836,0
1.299999952,-56.97631836,0
1.320000052,-56.97631836,0
1.340000033,-56.94580078,0
1.360000014,-56.97631836,0
1.379999995,-56.97631836,0
1.399999976,-56.97631836,0
1.419999957,-56.97631836,0
1.440000057,-57.00683594,0
1.460000038,-56.97631836,0
1.480000019,-56.94580078,0
1.5,-57.00683594,0
1.519999981,-57.06787109,0
1.539999962,-56.97631836,0
1.559999943,-56.97631836,0
1.580000043,-56.97631836,0
1.600000024,-57.00683594,0
1.620000005,-56.97631836,0
1.639999986,-56.94580078,0
1.659999967,-57.00683594,0
1.679999948,-57.00683594,0
1.700000048,-56.97631836,0
1.720000029,-56.97631836,0
1.74000001,-57.00683594,0
1.75999999,-57.03735352,0
1.779999971,-57.03735352,0
1.799999952,-56.97631836,0
1.820000052,-56.97631836,0
1.840000033,-57.00683594,0
1.860000014,-57.00683594,0
1.879999995,-56.97631836,0
1.899999976,-57.00683594,0
1.919999957,-57.00683594,0
1.940000057,-57.00683594,0
1.960000038,-57.00683594,0
1.980000019,-57.00683594,0
2,-57.00683594,0
2.019999981,-57.00683594,0
